source_project_id,project_name,country,region,project_partners,project_type,lifecycle_stage,source_status,project_phase,sector,subsector,capacity_basis,capacity_mtpa,announced_capacity_mtpa,cdr_capacity_mtpa,announcement_year,fid_year,announced_start_year,suspension_or_cancellation_year,co2_destination,parent_hub,reference_urls,source_vintage,source_url,source_form,canonical_project_id,mapping_status
iea-2026-1185,Methanex Medicine Hat plant (ALB),Canada,North America,"Methanex Corporation, Entropy Inc.",Full chain,concept,Planned,,Industry,Chemicals,capture_capacity,0.146,0.146,,2024,,,,Mixed,,https://www.methanex.com/news/release/methanex-and-entropy-partner-to-reduce-emissions-in-methanol-production/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1186,Mustasaari waste-to-energy plant,Finland,Europe,"ANDRITZ, Westenergy Ltd, CPC Finland Oy and funds managed by Prime Capital AG",CCU,concept,Planned,,Power and heat,Power and heat (waste),capture_capacity,,,,2024,,,,Use,,https://www.andritz.com/newsroom-en/environmental-solutions/2024-07-24-westenergy-group,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1188,Middle Arm CO2 import terminal (NT),Australia,Australia and New Zealand,"Northern Territory Government, Vopak",Transport,concept,Planned,,CO2 T&S,CO2 transport,transport_capacity,,,,2024,,,,Unknown/unspecified,,https://www.vopak.com/newsroom/news/northern-territory-government-and-vopak-sign-mou-cooperate-common-user-co2|https://www.abc.net.au/news/2025-11-30/darwin-import-carbon-capture-plan-pollution-dumping-ground/106040704,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1190,Blue Horizon,Oman,Middle East,"Oman Shell, Wood, KBR",Full chain,concept,Planned,,Fuel transformation,Hydrogen or ammonia,capture_capacity,,,,2024,,,,Dedicated storage,,https://www.woodplc.com/news/latest-news-articles/2024/wood-to-deliver-pre-feed-for-shells-pioneering-blue-hydrogen-project-in-oman|https://www.kbr.com/en-gb/node/10296,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1191,Grandpuits DAC hub,France,Europe,"RepAir Carbon US Inc., C-Questra",Full chain,concept,Planned,,DAC,Direct Air Capture,capture_capacity,0.1,0.1,0.1,2024,,2030,,Dedicated storage,,https://www.repair-carbon.com/press-posts/repair-carbon-us-inc-and-c-questra-launch-the-eus-first-onshore-carbon-dioxide-removal-project|https://www.albacombee.com/premier-projet-de-captage-de-co2-a-grandpuits-77/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1192,Yulin geological storage research facility and CCUS demonstration project (Shaanxi),People's Republic of China,Other Asia Pacific,Northwest University,Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,0.1,0.1,,2023,,,,Dedicated storage,,https://www.mtkxjs.com.cn/en/article/doi/10.12438/cst.2023-0808?viewType=HTML,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1194,K-Line Sumitomo Japan-US study,Japan-United States,Other Asia Pacific,"K-Line, Sumitomo",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,,,,2024,,,,Unknown/unspecified,,https://www.sumitomocorp.com/en/mideast/news/topics/2024/group/20241011,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1195,JSW Steel's Vijayanagar site,India,Other Asia Pacific,"BHP, Carbon Clean, JSW",Capture,concept,Planned,,Industry,Iron and steel,capture_capacity,0.1,0.1,,2024,,2030,,Unknown/unspecified,,https://www.carbonclean.com/en/press-releases/bhp-jsw-carbon-clean,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1198,GE Vernova FEED studies,Saudi Arabia,Middle East,"ASHOMCo, GE Vernova",Capture,concept,Planned,,Power and heat,Power (gas),capture_capacity,,,,2024,,,,Unknown/unspecified,,https://www.gevernova.com/news/press-releases/ge-vernova-completes-feed-studies-how-reduce-carbon-emissions-three-power-plants,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1199,Carbon Iceland Nordural plant,Iceland,Europe,Carbon Iceland,CCU,concept,Planned,,Industry,Aluminium,capture_capacity,1.0,1.0,,2024,,,,Use,,https://carboniceland.is/carbon-iceland-and-zephyr-sign-an-agreement/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1201,Eramet Manganese Porsgrunn phase 2,Norway,Europe,Eramet,Full chain,concept,Planned,2,Industry,Other industry,capture_capacity,,,,2024,,,,Dedicated storage,,https://www.eramet.com/en/news/2024/10/lanzatech-and-eramet-announce-plans-for-first-of-a-kind-integrated-carbon-capture-utilization-and-storage-ccus-project-in-norway/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1203,TarraCO2,Spain,Europe,Repsol,T&S,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,2.0,2.0,,2022,,2031,,Dedicated storage,TarraCO2,https://inspenet.com/en/noticias/store-co2-on-the-coast-of-tarragona/|https://ec.europa.eu/assets/cinea/project_fiches/innovation_fund/101191313.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1204,CarboClearTech (Martres-Tolosane cement plant),France,Europe,Lafarge France (Holcim Group),Capture,concept,Planned,,Industry,Cement,capture_capacity,0.7,0.7,,2024,2029,2031,,Dedicated storage,,https://www.lafarge.fr/le-projet-carbocleartech-concu-pour-capter-et-stocker-le-carbone-residuel-de-lusine-lafarge-de|https://www.carbocleartech.com/en,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1205,Marcegaglia AdriatiCO2,Italy,Europe,Marcegaglia Ravenna,Capture,concept,Planned,,Industry,Iron and steel,capture_capacity,0.112,0.112,0.011,2024,,2029,,Dedicated storage,Ravenna CCS,https://www.eib.org/en/products/mandates-partnerships/innovation-fund/index|https://www.settesere.it/it/notizie-emilia-romagna-ravenna-parla-il-direttore-fiorini-marcegaglia-uno-stabilimento-al-top.-puntiamo-a-innovazione-e-automazione-n46639.php|https://www.rinnovabili.it/mercato/finanziamenti/innovazione-tecnologie-pulite-11-progetti-italiani/|https://www.marcegaglia.com/officialwebsite/en/marcegaglia-adriatico2-project/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1206,Alto ingredient Pekin campus plant (IL),United States,North America,"Alto Ingredient, Vault 44.01",Capture,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,0.6,0.6,0.6,2024,,,,Dedicated storage,,https://ir.altoingredients.com/news-events/press-releases/detail/626/alto-ingredients-inc-enters-co2-transportation-and,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1207,Ammonia Houston Ship Channel (TX),United States,North America,"Inpex, Air Liquide (hydrogen production), LSB, Vopak, KBR (tech)",Capture,cancelled,Cancelled,,Fuel transformation,Hydrogen or ammonia,capture_capacity,1.6,1.6,,2023,,,2025,Dedicated storage,,https://investors.lsbindustries.com/news-releases/news-release-details/global-energy-and-chemical-leaders-partner-develop-large-scale|https://www.kbr.com/en/insights-news/press-release/kbr-blue-ammonia-technology-selected-low-carbon-project-us-gulf-coast|https://lsbindustries.com/clean-energy/hsc-ccs/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1208,Carbon Dioxide Full Oxygen Combustion Enrichment and Purification Demonstration Project Qingzhou (Shandong),People's Republic of China,Other Asia Pacific,"China United Cement Company, Tianjin Cement Industry Design & Research Institute, Shanghai Triumph Energy Conservation Engineering Co Ltd",CCU,operating,Operational,,Industry,Cement,capture_capacity,0.2,0.2,,2022,2023,2024,,Unknown/unspecified,,https://www.cemnet.com/News/story/175173/china-united-qingzhou-co-launches-china-s-largest-ccus-project.html|https://www.vpsatech.com/news-information/PKUPioneer-Provides-VPSA-Oxygen-Unit-for-Largest-CO2-Capture-Project-in-China-Cement-Industry.html|https://e.ccement.com/news/content/45060244881195001.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1209,CNPC 3 million tons Songliao basin demonstration (Heilongjiang),People's Republic of China,Other Asia Pacific,CNPC,Full chain,concept,Planned,,Power and heat,Power (coal),capture_capacity,3.0,3.0,,2023,,,,Unknown/unspecified,,http://news.cnpc.com.cn/system/2023/12/21/030120936.shtml|https://www.petrochina.com.cn/petrochina/xhtml/images/shyhj/2023esgcn.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1210,Capsol feasibility study cement Germany,Germany,Europe,"Capsol, unknown companies",Capture,concept,Planned,,Industry,Cement,capture_capacity,0.4,0.4,,2024,,,,Dedicated storage,,https://www.capsoltechnologies.com/Capsol-awarded-feasibility-study-from-cement-producer-in-Germany,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1211,Malarenergi waste to energy Vasteras,Sweden,Europe,"Malarenergi, Backock & Wilcox",Capture,concept,Planned,,Power and heat,Power and heat (waste),capture_capacity,0.4,0.4,0.2,2024,,,,Unknown/unspecified,,https://carbonherald.com/bw-to-assess-carbon-capture-for-swedish-waste-to-energy-plant/|https://www.capsoltechnologies.com/Capsol-and-Sumitomo-SHI-FW-demonstrate-CO2-capture-at-Malarenergi,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1214,GeoDura Carbon Storage Hub (LA),United States,North America,"Onstream CO2 (Enbridge, CarbonVert, CASTEX)",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,9.0,9.0,,2024,,2028,,Dedicated storage,GeoDura Carbon Storage Hub (LA),https://geodura.com/|https://www.prnewswire.com/news-releases/onstream-receives-26-million-in-federal-funding-for-louisiana-offshore-carbon-storage-hub-development-and-announces-joint-venture-partnership-with-major-midstream-company-302307869.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1215,St. Mary Parish Carbon Storage Hub (LA),United States,North America,"Onstream CO2 (Enbridge, CarbonVert, CASTEX)",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,,,,2024,,,,Dedicated storage,St. Mary Parish Carbon Storage Hub (LA),https://onstreamco2.com/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1216,Whites Bayou (TX),United States,North America,BKVerde LLC,T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,0.5,0.5,,2024,,,,Dedicated storage,,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1217,Port Arthur LNG - Titan Carbon sequestration project (TX),United States,North America,Sempra Infrastructure,Full chain,concept,Planned,,Fuel transformation,Natural gas processing/LNG,capture_capacity,,,,2023,,,,Dedicated storage,Titan Carbon sequestration project (TX),,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1218,Rose carbon capture and storage (TX),United States,North America,ExxonMobil,T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,2.2,2.2,,2024,,2026,,Dedicated storage,Rose carbon capture and storage (TX),https://lowcarbon.exxonmobil.com/-/media/lcs/files/fact-sheets/lcs-rose-project-fact-sheet-2024.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1219,Florida DAC hub (FL),United States,North America,"University of Illinois at Urbana-Champaign, Carbon America",Capture,concept,Planned,,DAC,Direct Air Capture,capture_capacity,0.05,0.05,0.05,2023,,,,Dedicated storage,,https://www.carbonamerica.com/fldac|https://www.carbonamerica.com/dacnews,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1220,Colorado (Pueblo) DAC hub (CO),United States,North America,"University of Illinois at Urbana-Champaign, Carbon America",Capture,concept,Planned,,DAC,Direct Air Capture,capture_capacity,0.05,0.05,0.05,2023,,,,Dedicated storage,,https://www.carbonamerica.com/codac|https://www.carbonamerica.com/dacnews,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1221,Redbud CCS hub (Tri-state CCS hub) (WV),United States,North America,"Tenaska, Southern States Energy Board",Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,1.591,,,2023,,2030,,Dedicated storage,Redbud CCS hub (WV),https://tristateccs.com/tri-state-ccs-hub-finalizes-doe-carbonsafe-award/|https://tristateccs.com/ccs-redbud/|https://energywv.org/assets/files/Energy-Summit-Presentations/2024/Tri-State-CCS-Hub-Project-Tenaska.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1222,Buckeye CCS hub (Tri-state CCS hub) (OH),United States,North America,"Tenaska, Southern States Energy Board",Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,2.727,,,2023,,2030,,Dedicated storage,Buckeye CCS hub (Tri-state CCS hub) (OH),https://tristateccs.com/tri-state-ccs-hub-finalizes-doe-carbonsafe-award/|https://tristateccs.com/ccs-buckeye/|https://energywv.org/assets/files/Energy-Summit-Presentations/2024/Tri-State-CCS-Hub-Project-Tenaska.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1223,Beaumont sequestration project (TX),United States,North America,Caliche,Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,0.25,0.25,,2023,,,,Dedicated storage,,https://calichestorage.com/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1224,Brown (MI),United States,North America,Lambda energy resources,Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,,,,2023,,,,Dedicated storage,,https://lambdaenergyllc.com/co2-sequestration,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1225,Windsor FRE ethanol plant - front range 1-1 (CO),United States,North America,Carbon Storage Solutions (Front range energy),Full chain,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,0.128,0.128,0.128,2022,,,,Dedicated storage,,https://www.windsorgov.com/Archive.aspx?ADID=5934,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1226,Texas Gulf Coast CCS Refugio (TX),United States,North America,ConocoPhillips,Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,,,,2024,,,,Dedicated storage,Texas Gulf Coast CCS Refugio (TX),,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1227,Vault Aster storage (IN),United States,North America,"Vault, POET",Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,,,,2024,,,,Dedicated storage,,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1228,Valero Linden plant (IA),United States,North America,"Valero, Vault Alliance CCS (Vault)",Full chain,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,0.7,0.7,0.7,2024,,,,Dedicated storage,,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1229,Carbon TerraVault 6 (CA),United States,North America,Carbon TerraVault Holdings LLC,Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,2.5,2.5,,2024,,2027,,Dedicated storage,Carbon TerraVault 6,https://www.crc.com/carbon-terravault/vaults/default.aspx#CTV-Six,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1230,Mountaineer sequestration (WV),United States,North America,"Capio sequestration, Batelle",Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,1.0,,,2024,,,,Dedicated storage,,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1231,High plains carbon storage (NE),United States,North America,Tallgrass energy,Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,,,,2024,,,,Dedicated storage,High plains carbon storage (NE),,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1232,Block energy CCS project,Georgia,Eurasia,"Block energy, Rustavi Azot, Oilfield Production Consultants",Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,,,,2024,,,,Dedicated storage,,https://polaris.brighterir.com/public/block_energy/news/rns/story/w94g1dx|https://polaris.brighterir.com/public/block_energy/news/rns/story/w97jjgx|https://polaris.brighterir.com/public/block_energy/news/rns/story/ry3043x|https://polaris.brighterir.com/public/block_energy/news/rns/story/r7k1n1w,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1233,Sullom voe terminal and Shetland basin hub (SVT) - Thistle injection phase 1,United Kingdom,Europe,Veri Energy (EnQuest),T&S,concept,Planned,1,CO2 T&S,CO2 T&S,storage_injection_capacity,2.0,2.0,,2023,2030,2033,,Dedicated storage,Sullom voe terminal and Shetland basin hub (SVT),https://verienergy.com/blogs/news/veri-energy-ocean-power-and-amplus-energy-services-enter-memorandum-of-understanding-for-groundbreaking-offshore-electrification-project|https://verienergy.com/pages/sullom-voe-terminal|https://www.youtube.com/watch?v=T5M4PkV19mA,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1234,Shetland Offshore power generation,United Kingdom,Europe,"Ocean-Power AS, Amplus Energy Services Limited",Capture,concept,Planned,,Power and heat,Power (gas),capture_capacity,1.0,1.0,,2024,,2029,,Dedicated storage,Sullom voe terminal and Shetland basin hub (SVT),https://verienergy.com/blogs/news/veri-energy-ocean-power-and-amplus-energy-services-enter-memorandum-of-understanding-for-groundbreaking-offshore-electrification-project,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1235,Donaldsville CO2 storage (TX),United States,North America,BKVerde LLC,T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,,,,2024,,,,Dedicated storage,,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1236,Maurepas WMA sequestration project (LA),United States,North America,Capio sequestration,T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,,,,2024,,,,Dedicated storage,,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1237,Orchard One (WY),United States,North America,"Spiritus, Casper carbon sequestration",Capture,concept,Planned,,DAC,Direct Air Capture,capture_capacity,2.0,2.0,2.0,2024,,2027,,Dedicated storage,,https://www.spiritus.com/single-news/spiritus-files-for-class-vi-permit-in-wyoming-for-worlds-largest-dac-plant|https://www.spiritus.com/single-news/spiritus-files-for-class-vi-permit-in-wyoming-for-worlds-largest-dac-plant,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1238,Casper Carbon Storage Hub (WY),United States,North America,"Spiritus, Casper carbon sequestration",Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,2.0,2.0,,2024,,2027,,Dedicated storage,,https://www.spiritus.com/single-news/spiritus-files-for-class-vi-permit-in-wyoming-for-worlds-largest-dac-plant,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1240,Aramco gas plants (3 facilities),Saudi Arabia,Middle East,Saudi Aramco,Capture,construction,Under construction,,Fuel transformation,Natural gas processing/LNG,capture_capacity,6.0,6.0,,2022,2025,2027,,Dedicated storage,Jubail CCS hub,https://www.aramco.com/en/what-we-do/energy-innovation/advancing-energy-solutions/carbon-capture-utilization-and-storage,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1241,San Patricio-Aransas-Nueces CO2 Infrastructure Project (TX),United States,North America,Southern States Energy Board,Transport,concept,Planned,,CO2 T&S,CO2 transport,transport_capacity,,,,2024,,,,Dedicated storage,,https://www.energy.gov/fecm/project-selection-foa-2730-carbon-capture-technology-program-co2-transport-front-end,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1242,Petronas Kuantan hub,Malaysia,Other Asia Pacific,Petronas,T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,,,,2024,,2029,,Unknown/unspecified,Petronas Kuantan hub,https://www.petronas.com/media/media-releases/petronas-acquires-land-carbon-capture-and-storage-hub-peninsular-malaysia|https://www.rina.org/en/media/press/2025/10/16/petronas-ccs-project,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1243,Petronas Kerteh hub,Malaysia,Other Asia Pacific,"Petronas, ADNOC, Storegga",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,5.0,5.0,,2024,,2030,,Unknown/unspecified,Petronas Kerteh hub,https://www.netl.doe.gov/projects/project-information.aspx?p=FE0031587,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1245,BEA Alizay,France,Europe,"Biomasse Energy d'Alizay, Verso Energy",CCU,concept,Planned,,Power and heat,Power (bioenergy),capture_capacity,0.35,0.35,,2024,,2029,,Use,,https://verso.energy/wp-content/uploads/2024/10/Verso-Energy-BEA.pdf|https://www.debatpublic.fr/sites/default/files/2025-01/BrochureProjetDEZIR_WebHD.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1246,Papetier Sylvamo Saillat sur Vienne,France,Europe,"Sylvamo, Verso Energy",CCU,concept,Planned,,Industry,Pulp and paper,capture_capacity,0.6,0.6,,2024,,2029,,Use,,https://verso.energy/wp-content/uploads/2024/06/20240607_MOU-Sylvamo.pdf|https://concertation-lichen.eu/wp-content/uploads/2025/03/Dossier-de-concertation-LiCHEN.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1247,ReSTart Usine RYAM Tartas,France,Europe,"RYAM, Verso Energy",CCU,concept,Planned,,Industry,Pulp and paper,capture_capacity,0.33,0.33,,2024,,2029,,Use,,https://verso.energy/wp-content/uploads/2024/02/20240228_MOU-RYAM.pdf|https://restart-concertation.eu/wp-content/uploads/2025/03/DossierConcertation_ProjetRESTART_versoEnergy.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1248,Rayonier carbon storage agreement (AL),United States,North America,"Reliant carbon capture, Rayonier",Storage,concept,Planned,,CO2 T&S,CO2 storage,storage_injection_capacity,,,,2024,,,,Dedicated storage,,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1249,Carbon TerraVault 1 (CA),United States,North America,California Resources Corporation (Carbon TerraVault),Storage,construction,Under construction,,CO2 T&S,CO2 storage,storage_injection_capacity,1.6,1.6,,2022,2025,2026,,Dedicated storage,Carbon TerraVault 1,https://www.epa.gov/newsreleases/epa-issues-first-ever-underground-injection-permits-carbon-sequestration-california|https://www.crc.com/news-releases/news-release-details/california-resources-corporation-breaks-ground-californias-first,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1250,Project Concho (TX) phase 1,United States,North America,"SkyTree, Verified Carbon, Greenalia (wind provider)",Full chain,concept,Planned,1,DAC,Direct Air Capture,capture_capacity,0.05,0.05,0.05,2024,,2030,,Dedicated storage,,https://www.verifiedcarbon.io/projects-3/projectconcho,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1251,Project Concho (TX) phase 2,United States,North America,"SkyTree, Verified Carbon, Greenalia (wind provider)",Full chain,concept,Planned,2,DAC,Direct Air Capture,capture_capacity,0.45,0.45,0.45,2024,,,,Dedicated storage,,https://www.verifiedcarbon.io/projects-3/projectconcho,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1252,Ankeron Carbon Management Hub (WA),United States,North America,"Carbfix, the Pacific Northwest National Laboratory, the RockyMountain Institute, Washington State University, Fluor Corporation, AES and Lanzatech",Full chain,concept,Planned,,DAC,Direct Air Capture,capture_capacity,,,,2023,,2030,,Dedicated storage,,https://www.removr.com/news/us-3-million-federal-grant-removr-feasibility-direct-air-capture-pacific-northwest|https://netl.doe.gov/sites/default/files/netl-file/24CM/24CM_CDR_7_Pike.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1253,Grizzly DAC plant,United States,North America,"Removr, Ankeron Carbon Management Hub consortium",Full chain,concept,Planned,,DAC,Direct Air Capture,capture_capacity,1.0,1.0,1.0,2023,,2030,,Dedicated storage,Ankeron Carbon Management Hub,https://www.removr.com/news/us-3-million-federal-grant-removr-feasibility-direct-air-capture-pacific-northwest|https://www.removr.com/#Projects,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1255,Net-zero 1 (SD),United States,North America,Gevo,Capture,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,0.29,0.29,0.29,2021,,2026,,Dedicated storage,,https://gevo.com/location/net-zero-1/|https://carbonherald.com/gevo-secures-doe-funding-for-net-zero-sustainable-aviation-fuel-plant/|chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://investors.gevo.com/static-files/d6e109ed-0062-475c-b2a8-3bfb8836e197,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-1257,Bayou Bend West onshore (TX),United States,North America,"Chevron (50%), Talos Energy (TotalEnergies) (25% and operator), Equinor (25%)",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,,,,2023,,,,Dedicated storage,Bayou Bend CCS onshore (TX),https://www.chevron.com/newsroom/2023/q1/bayou-bend-expands-carbon-capture-project-to-onshore-southeast-texas|https://bayoubend.com/|https://www.prnewswire.com/news-releases/talos-energy-selected-as-winning-bidder-for-carbon-capture-and-storage-site-301362317.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
